date,home_team,away_team,team,scorer,minute,own_goal,penalty
2021-09-08,Canada,El Salvador,Canada,Tajon Buchanan,59,False,False
2021-09-08,Costa Rica,Jamaica,Costa Rica,Jimmy Marín,3,False,False
2021-09-08,Costa Rica,Jamaica,Jamaica,Shamar Nicholson,47,False,False
2021-09-08,Greece,Sweden,Greece,Tasos Bakasetas,62,False,False
2021-09-08,Greece,Sweden,Greece,Vangelis Pavlidis,78,False,False
2021-09-08,Greece,Sweden,Sweden,Robin Quaison,80,False,False
2021-09-08,Honduras,United States,Honduras,Brayan Moya,27,False,False
2021-09-08,Honduras,United States,United States,Antonee Robinson,48,False,False
2021-09-08,Honduras,United States,United States,Ricardo Pepi,75,False,False
2021-09-08,Honduras,United States,United States,Brenden Aaronson,86,False,False
2021-09-08,Honduras,United States,United States,Sebastian Lletget,90,False,False
2021-09-08,Hungary,Andorra,Hungary,Ádám Szalai,9,False,True
2021-09-08,Hungary,Andorra,Hungary,Endre Botka,18,False,False
2021-09-08,Hungary,Andorra,Andorra,Max Llovera,82,False,False
2021-09-08,Iceland,Germany,Germany,Serge Gnabry,4,False,False
2021-09-08,Iceland,Germany,Germany,Antonio Rüdiger,24,False,False
2021-09-08,Iceland,Germany,Germany,Leroy Sané,56,False,False
2021-09-08,Iceland,Germany,Germany,Timo Werner,89,False,False
2021-09-08,Italy,Lithuania,Italy,Moise Kean,11,False,False
2021-09-08,Italy,Lithuania,Italy,Edgaras Utkus,14,True,False
2021-09-08,Italy,Lithuania,Italy,Giacomo Raspadori,24,False,False
2021-09-08,Italy,Lithuania,Italy,Moise Kean,29,False,False
2021-09-08,Italy,Lithuania,Italy,Giovanni Di Lorenzo,54,False,False
2021-09-08,Kosovo,Spain,Spain,Pablo Fornals,32,False,False
2021-09-08,Kosovo,Spain,Spain,Ferran Torres,90,False,False
2021-09-08,Panama,Mexico,Panama,Rolando Blackburn,28,False,False
2021-09-08,Panama,Mexico,Mexico,Jesús Manuel Corona,76,False,False
2021-09-08,Poland,England,England,Harry Kane,72,False,False
2021-09-08,Poland,England,Poland,Damian Szymanski,90,False,False
2021-09-09,Argentina,Bolivia,Argentina,Lionel Messi,14,False,False
2021-09-09,Argentina,Bolivia,Argentina,Lionel Messi,64,False,False
2021-09-09,Argentina,Bolivia,Argentina,Lionel Messi,88,False,False
2021-09-09,Brazil,Peru,Brazil,Éverton Ribeiro,15,False,False
2021-09-09,Brazil,Peru,Brazil,Neymar,40,False,False
2021-09-09,Colombia,Chile,Colombia,Miguel Borja,19,False,True
2021-09-09,Colombia,Chile,Colombia,Miguel Borja,20,False,False
2021-09-09,Colombia,Chile,Chile,Jean Meneses,56,False,False
2021-09-09,Colombia,Chile,Colombia,Luis Díaz,74,False,False
2021-09-09,Paraguay,Venezuela,Paraguay,David Martínez,7,False,False
2021-09-09,Paraguay,Venezuela,Paraguay,Alejandro Romero Gamarra,46,False,False
2021-09-09,Paraguay,Venezuela,Venezuela,Jhon Chancellor,90,False,False
2021-09-09,Uruguay,Ecuador,Uruguay,Gastón Pereiro,90,False,False
2021-10-06,Italy,Spain,Spain,Ferran Torres,17,False,False
2021-10-06,Italy,Spain,Spain,Ferran Torres,45,False,False
2021-10-06,Italy,Spain,Italy,Lorenzo Pellegrini,83,False,False
2021-10-06,Morocco,Guinea-Bissau,Morocco,Achraf Hakimi,31,False,False
2021-10-06,Morocco,Guinea-Bissau,Morocco,Imran Louza,45,False,True
2021-10-06,Morocco,Guinea-Bissau,Morocco,Ilias Chair,49,False,False
2021-10-06,Morocco,Guinea-Bissau,Morocco,Ayoub El Kaabi,62,False,False
2021-10-06,Morocco,Guinea-Bissau,Morocco,Munir El Haddadi,82,False,False
2021-10-06,Sudan,Guinea,Guinea,Mohamed Bayo,56,False,False
2021-10-06,Sudan,Guinea,Sudan,Seif Teiri,72,False,False
2021-10-07,Australia,Oman,Australia,Awer Mabil,9,False,False
2021-10-07,Australia,Oman,Oman,Rabia Al-Alawi,28,False,False
2021-10-07,Australia,Oman,Australia,Martin Boyle,49,False,False
2021-10-07,Australia,Oman,Australia,Mitchell Duke,89,False,False
2021-10-07,Belgium,France,Belgium,Yannick Carrasco,37,False,False
2021-10-07,Belgium,France,Belgium,Romelu Lukaku,40,False,False
2021-10-07,Belgium,France,France,Karim Benzema,62,False,False
2021-10-07,Belgium,France,France,Kylian Mbappé,69,False,True
2021-10-07,Belgium,France,France,Théo Hernandez,90,False,False
2021-10-07,China PR,Vietnam,China PR,Zhang Yuning,53,False,False
2021-10-07,China PR,Vietnam,China PR,Wu Lei,75,False,False
2021-10-07,China PR,Vietnam,Vietnam,H? T?n Tài,80,False,False
2021-10-07,China PR,Vietnam,China PR,Wu Lei,90,False,False
2021-10-07,China PR,Vietnam,Vietnam,Nguy?n Ti?n Linh,90,False,False
2021-10-07,DR Congo,Madagascar,DR Congo,Chadrac Akolo,35,False,False
2021-10-07,DR Congo,Madagascar,DR Congo,Dieumerci Mbokani,78,False,True
2021-10-07,Ecuador,Bolivia,Ecuador,Michael Estrada,13,False,False
2021-10-07,Ecuador,Bolivia,Ecuador,Enner Valencia,16,False,False
2021-10-07,Ecuador,Bolivia,Ecuador,Enner Valencia,18,False,False
2021-10-07,El Salvador,Panama,El Salvador,Enrico Hernández,37,False,False
2021-10-07,Equatorial Guinea,Zambia,Equatorial Guinea,Saúl Coco,35,False,False
2021-10-07,Equatorial Guinea,Zambia,Equatorial Guinea,Emilio Nsue,88,False,False
2021-10-07,Liberia,Cape Verde,Liberia,Van-Dave Harmon,45,False,False
2021-10-07,Liberia,Cape Verde,Cape Verde,Jamiro Monteiro,52,False,False
2021-10-07,Liberia,Cape Verde,Cape Verde,Garry Rodrigues,90,False,False
2021-10-07,Mali,Kenya,Mali,Adama Traoré,8,False,False
2021-10-07,Mali,Kenya,Mali,Ibrahima Koné,22,False,False
2021-10-07,Mali,Kenya,Mali,Ibrahima Koné,36,False,False
2021-10-07,Mali,Kenya,Mali,Ibrahima Koné,45,False,True
2021-10-07,Mali,Kenya,Mali,Moussa Doumbia,85,False,False
2021-10-07,Mexico,Canada,Mexico,Jorge Sánchez,21,False,False
2021-10-07,Mexico,Canada,Canada,Jonathan Osorio,42,False,False
2021-10-07,Nigeria,Central African Republic,Central African Republic,Karl Namnganda,90,False,False
2021-10-07,Peru,Chile,Peru,Christian Cueva,36,False,False
2021-10-07,Peru,Chile,Peru,Sergio Peña,64,False,False
2021-10-07,Rwanda,Uganda,Uganda,Fahad Bayo,41,False,False
2021-10-07,Saudi Arabia,Japan,Saudi Arabia,Firas Al-Buraikan,71,False,False
2021-10-07,South Korea,Syria,South Korea,Hwang In-beom,47,False,False
2021-10-07,South Korea,Syria,Syria,Omar Khribin,83,False,False
2021-10-07,South Korea,Syria,South Korea,Son Heung-min,88,False,False
2021-10-07,Tanzania,Benin,Benin,Steve Mounié,72,False,False
2021-10-07,Tunisia,Mauritania,Tunisia,Ellyes Skhiri,15,False,False
2021-10-07,Tunisia,Mauritania,Tunisia,Wahbi Khazri,42,False,False
2021-10-07,Tunisia,Mauritania,Tunisia,Seifeddine Jaziri,86,False,False
2021-10-07,United Arab Emirates,Iran,Iran,Mehdi Taremi,70,False,False
2021-10-07,United States,Jamaica,United States,Ricardo Pepi,49,False,False
2021-10-07,United States,Jamaica,United States,Ricardo Pepi,62,False,False
2021-10-07,Venezuela,Brazil,Venezuela,Eric Ramírez,11,False,False
2021-10-07,Venezuela,Brazil,Brazil,Marquinhos,71,False,False
2021-10-07,Venezuela,Brazil,Brazil,Gabriel Barbosa,85,False,True
2021-10-07,Venezuela,Brazil,Brazil,Antony,90,False,False
2021-10-08,Algeria,Niger,Algeria,Riyad Mahrez,27,False,False
2021-10-08,Algeria,Niger,Algeria,Youssouf Oumarou,47,True,False
2021-10-08,Algeria,Niger,Niger,Daniel Sosah,50,False,False
2021-10-08,Algeria,Niger,Algeria,Riyad Mahrez,60,False,True
2021-10-08,Algeria,Niger,Algeria,Zakariya Souleymane,70,True,False
2021-10-08,Algeria,Niger,Algeria,Islam Slimani,76,False,False
2021-10-08,Algeria,Niger,Algeria,Islam Slimani,88,False,False
2021-10-08,Angola,Gabon,Angola,Zini,25,False,False
2021-10-08,Angola,Gabon,Angola,Ary Papel,56,False,False
2021-10-08,Angola,Gabon,Gabon,Axel Méyé,83,False,False
2021-10-08,Angola,Gabon,Angola,Jonathan Buatu,90,False,False
2021-10-08,Cameroon,Mozambique,Cameroon,Eric Maxim Choupo-Moting,28,False,False
2021-10-08,Cameroon,Mozambique,Cameroon,Eric Maxim Choupo-Moting,51,False,False
2021-10-08,Cameroon,Mozambique,Cameroon,Karl Toko Ekambi,63,False,False
2021-10-08,Cameroon,Mozambique,Mozambique,Geny Catamo,81,False,False
2021-10-08,Cyprus,Croatia,Croatia,Ivan Periic,45,False,False
2021-10-08,Cyprus,Croatia,Croatia,Joko Gvardiol,80,False,False
2021-10-08,Cyprus,Croatia,Croatia,Marko Livaja,90,False,False
2021-10-08,Czech Republic,Wales,Wales,Aaron Ramsey,36,False,False
2021-10-08,Czech Republic,Wales,Czech Republic,Jakub Peek,38,False,False
2021-10-08,Czech Republic,Wales,Czech Republic,Danny Ward,49,True,False
2021-10-08,Czech Republic,Wales,Wales,Daniel James,69,False,False
2021-10-08,Djibouti,Burkina Faso,Burkina Faso,Abdoul Tapsoba,45,False,False
2021-10-08,Djibouti,Burkina Faso,Burkina Faso,Abdoul Tapsoba,48,False,False
2021-10-08,Djibouti,Burkina Faso,Burkina Faso,Issa Kaboré,51,False,False
2021-10-08,Djibouti,Burkina Faso,Burkina Faso,Mohamed Konaté,60,False,False
2021-10-08,Egypt,Libya,Egypt,Omar Marmoush,49,False,False
2021-10-08,Estonia,Belarus,Estonia,Erik Sorga,58,False,False
2021-10-08,Estonia,Belarus,Estonia,Sergei Zenjov,90,False,False
2021-10-08,Germany,Romania,Romania,Ianis Hagi,9,False,False
2021-10-08,Germany,Romania,Germany,Serge Gnabry,52,False,False
2021-10-08,Germany,Romania,Germany,Thomas Müller,81,False,False
2021-10-08,Gibraltar,Montenegro,Montenegro,Adam Maruic,7,False,False
2021-10-08,Gibraltar,Montenegro,Montenegro,Fatos Beciraj,44,False,True
2021-10-08,Gibraltar,Montenegro,Montenegro,Fatos Beciraj,68,False,False
2021-10-08,Iceland,Armenia,Armenia,Kamo Hovhannisyan,35,False,False
2021-10-08,Iceland,Armenia,Iceland,Ísak Bergmann Jóhannesson,77,False,False
2021-10-08,Latvia,Netherlands,Netherlands,Davy Klaassen,19,False,False
2021-10-08,Liechtenstein,North Macedonia,North Macedonia,Darko Velkovski,39,False,False
2021-10-08,Liechtenstein,North Macedonia,North Macedonia,Ezgjan Alioski,66,False,True
2021-10-08,Liechtenstein,North Macedonia,North Macedonia,Boban Nikolov,74,False,False
2021-10-08,Liechtenstein,North Macedonia,North Macedonia,Darko Churlinov,83,False,False
2021-10-08,Malawi,Ivory Coast,Ivory Coast,Max Gradel,36,False,False
2021-10-08,Malawi,Ivory Coast,Ivory Coast,Ibrahim Sangaré,85,False,False
2021-10-08,Malawi,Ivory Coast,Ivory Coast,Jérémie Boga,90,False,False
2021-10-08,Malta,Slovenia,Slovenia,Josip Ilicic,27,False,False
2021-10-08,Malta,Slovenia,Slovenia,Andra porar,49,False,False
2021-10-08,Malta,Slovenia,Slovenia,Josip Ilicic,60,False,False
2021-10-08,Malta,Slovenia,Slovenia,Benjamin eko,67,False,False
2021-10-08,Russia,Slovakia,Russia,Milan kriniar,24,True,False
2021-10-08,Turkey,Norway,Turkey,Kerem Aktürkoglu,6,False,False
2021-10-08,Turkey,Norway,Norway,Kristian Thorstvedt,41,False,False
2021-10-09,Andorra,England,England,Ben Chilwell,17,False,False
2021-10-09,Andorra,England,England,Bukayo Saka,40,False,False
2021-10-09,Andorra,England,England,Tammy Abraham,59,False,False
2021-10-09,Andorra,England,England,James Ward-Prowse,79,False,False
2021-10-09,Andorra,England,England,Jack Grealish,86,False,False
2021-10-09,Azerbaijan,Republic of Ireland,Republic of Ireland,Callum Robinson,7,False,False
2021-10-09,Azerbaijan,Republic of Ireland,Republic of Ireland,Callum Robinson,39,False,False
2021-10-09,Azerbaijan,Republic of Ireland,Republic of Ireland,Chiedozie Ogbene,90,False,False
2021-10-09,Ethiopia,South Africa,South Africa,Teboho Mokoena,45,False,False
2021-10-09,Ethiopia,South Africa,Ethiopia,Getaneh Kebede,67,False,False
2021-10-09,Ethiopia,South Africa,South Africa,Mothobi Mvala,71,False,False
2021-10-09,Ethiopia,South Africa,South Africa,Evidence Makgopa,90,False,False
2021-10-09,Faroe Islands,Austria,Austria,Konrad Laimer,26,False,False
2021-10-09,Faroe Islands,Austria,Austria,Marcel Sabitzer,48,False,False
2021-10-09,Finland,Ukraine,Ukraine,Andriy Yarmolenko,4,False,False
2021-10-09,Finland,Ukraine,Finland,Teemu Pukki,29,False,False
2021-10-09,Finland,Ukraine,Ukraine,Roman Yaremchuk,34,False,False
2021-10-09,Georgia,Greece,Greece,Tasos Bakasetas,90,False,True
2021-10-09,Georgia,Greece,Greece,Dimitrios Pelkas,90,False,False
2021-10-09,Ghana,Zimbabwe,Ghana,Mohammed Kudus,5,False,False
2021-10-09,Ghana,Zimbabwe,Zimbabwe,Knowledge Musona,49,False,True
2021-10-09,Ghana,Zimbabwe,Ghana,Thomas Partey,66,False,False
2021-10-09,Ghana,Zimbabwe,Ghana,André Ayew,87,False,False
2021-10-09,Guinea,Sudan,Guinea,José Kanté,48,False,False
2021-10-09,Guinea,Sudan,Sudan,Ahmed Al-Tash,64,False,False
2021-10-09,Guinea,Sudan,Guinea,Mohamed Bayo,67,False,False
2021-10-09,Guinea,Sudan,Sudan,Amir Kamal,88,False,False
2021-10-09,Hungary,Albania,Albania,Armando Broja,80,False,False
2021-10-09,Kazakhstan,Bosnia and Herzegovina,Bosnia and Herzegovina,Smail Prevljak,25,False,False
2021-10-09,Kazakhstan,Bosnia and Herzegovina,Bosnia and Herzegovina,Smail Prevljak,66,False,False
2021-10-09,Lithuania,Bulgaria,Lithuania,Justas Lasickas,18,False,False
2021-10-09,Lithuania,Bulgaria,Bulgaria,Kiril Despodov,64,False,False
2021-10-09,Lithuania,Bulgaria,Lithuania,Fedor Cernych,82,False,False
2021-10-09,Lithuania,Bulgaria,Lithuania,Fedor Cernych,84,False,False
2021-10-09,Luxembourg,Serbia,Serbia,Duan Vlahovic,68,False,False
2021-10-09,Moldova,Denmark,Denmark,Andreas Skov Olsen,23,False,False
2021-10-09,Moldova,Denmark,Denmark,Simon Kjær,34,False,True
2021-10-09,Moldova,Denmark,Denmark,Christian Nørgaard,39,False,False
2021-10-09,Moldova,Denmark,Denmark,Joakim Mæhle,44,False,False
2021-10-09,Morocco,Guinea-Bissau,Morocco,Ayoub El Kaabi,10,False,False
2021-10-09,Morocco,Guinea-Bissau,Morocco,Aymen Barkok,20,False,False
2021-10-09,Morocco,Guinea-Bissau,Morocco,Ayoub El Kaabi,70,False,False
2021-10-09,Poland,San Marino,Poland,Karol Swiderski,10,False,False
2021-10-09,Poland,San Marino,Poland,Cristian Brolli,20,True,False
2021-10-09,Poland,San Marino,Poland,Tomasz Kedziora,50,False,False
2021-10-09,Poland,San Marino,Poland,Adam Buksa,84,False,False
2021-10-09,Poland,San Marino,Poland,Krzysztof Piatek,90,False,False
2021-10-09,Scotland,Israel,Israel,Eran Zahavi,5,False,False
2021-10-09,Scotland,Israel,Scotland,John McGinn,30,False,False
2021-10-09,Scotland,Israel,Israel,Mu'nas Dabbur,32,False,False
2021-10-09,Scotland,Israel,Scotland,Lyndon Dykes,57,False,False
2021-10-09,Scotland,Israel,Scotland,Scott McTominay,90,False,False
2021-10-09,Senegal,Namibia,Senegal,Idrissa Gueye,10,False,False
2021-10-09,Senegal,Namibia,Senegal,Famara Diédhiou,38,False,False
2021-10-09,Senegal,Namibia,Senegal,Sadio Mané,54,False,False
2021-10-09,Senegal,Namibia,Namibia,Joslin Kamatuka,75,False,False
2021-10-09,Senegal,Namibia,Senegal,Keita Baldé,83,False,False
2021-10-09,Sweden,Kosovo,Sweden,Emil Forsberg,29,False,True
2021-10-09,Sweden,Kosovo,Sweden,Alexander Isak,62,False,False
2021-10-09,Sweden,Kosovo,Sweden,Robin Quaison,79,False,False
2021-10-09,Switzerland,Northern Ireland,Switzerland,Steven Zuber,45,False,False
2021-10-09,Switzerland,Northern Ireland,Switzerland,Christian Fassnacht,90,False,False
2021-10-09,Togo,Congo,Congo,Alaixys Romao,21,True,False
2021-10-09,Togo,Congo,Togo,Euloge Placca Fessou,56,False,False
2021-10-10,Argentina,Uruguay,Argentina,Lionel Messi,38,False,False
2021-10-10,Argentina,Uruguay,Argentina,Rodrigo De Paul,44,False,False
2021-10-10,Argentina,Uruguay,Argentina,Lautaro Martínez,62,False,False
2021-10-10,Benin,Tanzania,Tanzania,Simon Msuva,6,False,False
2021-10-10,Bolivia,Peru,Bolivia,Ramiro Vaca,83,False,False
2021-10-10,Cape Verde,Liberia,Cape Verde,Ryan Mendes,90,False,False
2021-10-10,Central African Republic,Nigeria,Nigeria,Leon Balogun,29,False,False
2021-10-10,Central African Republic,Nigeria,Nigeria,Victor Osimhen,45,False,False
2021-10-10,Chile,Paraguay,Chile,Ben Brereton Díaz,69,False,False
2021-10-10,Chile,Paraguay,Chile,Mauricio Isla,72,False,False
2021-10-10,Costa Rica,El Salvador,El Salvador,Jairo Henríquez,12,False,False
2021-10-10,Costa Rica,El Salvador,Costa Rica,Bryan Ruiz,52,False,False
2021-10-10,Costa Rica,El Salvador,Costa Rica,Celso Borges,58,False,True
2021-10-10,Italy,Belgium,Italy,Nicolò Barella,46,False,False
2021-10-10,Italy,Belgium,Italy,Domenico Berardi,65,False,True
2021-10-10,Italy,Belgium,Belgium,Charles De Ketelaere,86,False,False
2021-10-10,Kenya,Mali,Mali,Ibrahima Koné,55,False,False
2021-10-10,Madagascar,DR Congo,Madagascar,Njiva Rakotoharimalala,1,False,False
2021-10-10,Mexico,Honduras,Mexico,Sebastián Córdova,18,False,False
2021-10-10,Mexico,Honduras,Mexico,Rogelio Funes Mori,76,False,False
2021-10-10,Mexico,Honduras,Mexico,Hirving Lozano,86,False,False
2021-10-10,Panama,United States,Panama,Aníbal Godoy,54,False,False
2021-10-10,Spain,France,Spain,Mikel Oyarzabal,64,False,False
2021-10-10,Spain,France,France,Karim Benzema,66,False,False
2021-10-10,Spain,France,France,Kylian Mbappé,80,False,False
2021-10-10,Uganda,Rwanda,Uganda,Fahad Bayo,22,False,False
2021-10-10,Venezuela,Ecuador,Ecuador,Enner Valencia,37,False,True
2021-10-10,Venezuela,Ecuador,Venezuela,Darwin Machís,45,False,False
2021-10-10,Venezuela,Ecuador,Venezuela,Eduard Bello,64,False,False
2021-10-10,Zambia,Equatorial Guinea,Zambia,Fashion Sakala,65,False,False
2021-10-10,Zambia,Equatorial Guinea,Equatorial Guinea,Federico Bikoro,82,False,False
2021-10-11,Belarus,Czech Republic,Czech Republic,Patrik Schick,22,False,False
2021-10-11,Belarus,Czech Republic,Czech Republic,Adam Hloek,65,False,False
2021-10-11,Burkina Faso,Djibouti,Burkina Faso,Issoufou Dayo,30,False,False
2021-10-11,Burkina Faso,Djibouti,Burkina Faso,Abdoul Tapsoba,63,False,False
2021-10-11,Croatia,Slovakia,Slovakia,Ivan Schranz,20,False,False
2021-10-11,Croatia,Slovakia,Croatia,Andrej Kramaric,25,False,False
2021-10-11,Croatia,Slovakia,Slovakia,Luká Haraslín,45,False,False
2021-10-11,Croatia,Slovakia,Croatia,Luka Modric,71,False,False
2021-10-11,Cyprus,Malta,Cyprus,Fotis Papoulis,7,False,False
2021-10-11,Cyprus,Malta,Malta,Zach Muscat,53,False,False
2021-10-11,Cyprus,Malta,Cyprus,Pieros Sotiriou,80,False,False
2021-10-11,Cyprus,Malta,Malta,Jurgen Degabriele,90,False,False
2021-10-11,Estonia,Wales,Wales,Kieffer Moore,12,False,False
2021-10-11,Gabon,Angola,Gabon,Pierre-Emerick Aubameyang,74,False,False
2021-10-11,Gabon,Angola,Gabon,Alex Moucketou-Moussounda,84,False,False
2021-10-11,Iceland,Liechtenstein,Iceland,Stefán Teitur Þórðarson,19,False,False
2021-10-11,Iceland,Liechtenstein,Iceland,Albert Guðmundsson,35,False,True
2021-10-11,Iceland,Liechtenstein,Iceland,Albert Guðmundsson,79,False,True
2021-10-11,Iceland,Liechtenstein,Iceland,Andri Guðjohnsen,89,False,False
2021-10-11,Ivory Coast,Malawi,Ivory Coast,Nicolas Pépé,2,False,False
2021-10-11,Ivory Coast,Malawi,Malawi,Khuda Muyaba,20,False,False
2021-10-11,Ivory Coast,Malawi,Ivory Coast,Franck Kessié,66,False,True
2021-10-11,Latvia,Turkey,Latvia,Merih Demiral,70,True,False
2021-10-11,Latvia,Turkey,Turkey,Serdar Dursun,76,False,False
2021-10-11,Latvia,Turkey,Turkey,Burak Yilmaz,90,False,True
2021-10-11,Libya,Egypt,Egypt,Ahmed Abou El Fotouh,39,False,False
2021-10-11,Libya,Egypt,Egypt,Mostafa Mohamed,45,False,False
2021-10-11,Libya,Egypt,Egypt,Ramadan Sobhi,72,False,False
2021-10-11,Mozambique,Cameroon,Cameroon,Michael Ngadeu-Ngadjui,68,False,False
2021-10-11,Netherlands,Gibraltar,Netherlands,Virgil van Dijk,9,False,False
2021-10-11,Netherlands,Gibraltar,Netherlands,Memphis Depay,21,False,False
2021-10-11,Netherlands,Gibraltar,Netherlands,Memphis Depay,45,False,True
2021-10-11,Netherlands,Gibraltar,Netherlands,Denzel Dumfries,48,False,False
2021-10-11,Netherlands,Gibraltar,Netherlands,Arnaut Danjuma,75,False,False
2021-10-11,Netherlands,Gibraltar,Netherlands,Donyell Malen,86,False,False
2021-10-11,North Macedonia,Germany,Germany,Kai Havertz,50,False,False
2021-10-11,North Macedonia,Germany,Germany,Timo Werner,70,False,False
2021-10-11,North Macedonia,Germany,Germany,Timo Werner,73,False,False
2021-10-11,North Macedonia,Germany,Germany,Jamal Musiala,83,False,False
2021-10-11,Norway,Montenegro,Norway,Mohamed Elyounoussi,29,False,False
2021-10-11,Norway,Montenegro,Norway,Mohamed Elyounoussi,90,False,False
2021-10-11,Romania,Armenia,Romania,Alexandru Mitri?a,26,False,False
2021-10-11,Slovenia,Russia,Russia,Igor Diveyev,28,False,False
2021-10-11,Slovenia,Russia,Russia,Georgi Dzhikiya,32,False,False
2021-10-11,Slovenia,Russia,Slovenia,Josip Ilicic,40,False,False
2021-10-12,Albania,Poland,Poland,Karol Swiderski,77,False,False
2021-10-12,Bulgaria,Northern Ireland,Northern Ireland,Conor Washington,37,False,False
2021-10-12,Bulgaria,Northern Ireland,Bulgaria,Todor Nedelev,53,False,False
2021-10-12,Bulgaria,Northern Ireland,Bulgaria,Todor Nedelev,63,False,False
2021-10-12,Congo,Togo,Togo,Euloge Placca Fessou,43,False,False
2021-10-12,Congo,Togo,Congo,Guy Mbenza,71,False,False
2021-10-12,Congo,Togo,Togo,Kévin Denkey,77,False,False
2021-10-12,Denmark,Austria,Denmark,Joakim Mæhle,53,False,False
2021-10-12,England,Hungary,Hungary,Roland Sallai,24,False,True
2021-10-12,England,Hungary,England,John Stones,37,False,False
2021-10-12,Faroe Islands,Scotland,Scotland,Lyndon Dykes,86,False,False
2021-10-12,Iran,South Korea,South Korea,Son Heung-min,48,False,False
2021-10-12,Iran,South Korea,Iran,Alireza Jahanbakhsh,76,False,False
2021-10-12,Israel,Moldova,Israel,Eran Zahavi,28,False,False
2021-10-12,Israel,Moldova,Israel,Mu'nas Dabbur,49,False,False
2021-10-12,Israel,Moldova,Moldova,Ion Nicolaescu,90,False,False
2021-10-12,Japan,Australia,Japan,Ao Tanaka,8,False,False
2021-10-12,Japan,Australia,Australia,Ajdin Hrustic,70,False,False
2021-10-12,Japan,Australia,Japan,Aziz Behich,85,True,False
2021-10-12,Kazakhstan,Finland,Finland,Teemu Pukki,45,False,False
2021-10-12,Kazakhstan,Finland,Finland,Teemu Pukki,48,False,False
2021-10-12,Kosovo,Georgia,Georgia,Tornike Okriashvili,11,False,False
2021-10-12,Kosovo,Georgia,Kosovo,Vedat Muriqi,45,False,True
2021-10-12,Kosovo,Georgia,Georgia,Zuriko Davitashvili,82,False,False
2021-10-12,Lithuania,Switzerland,Switzerland,Breel Embolo,31,False,False
2021-10-12,Lithuania,Switzerland,Switzerland,Renato Steffen,42,False,False
2021-10-12,Lithuania,Switzerland,Switzerland,Breel Embolo,45,False,False
2021-10-12,Lithuania,Switzerland,Switzerland,Mario Gavranovic,90,False,False
2021-10-12,Morocco,Guinea,Morocco,Ayoub El Kaabi,21,False,False
2021-10-12,Morocco,Guinea,Guinea,Mamadou Kané,31,False,False
2021-10-12,Morocco,Guinea,Morocco,Selim Amallah,43,False,False
2021-10-12,Morocco,Guinea,Morocco,Selim Amallah,65,False,False
2021-10-12,Morocco,Guinea,Morocco,Sofiane Boufal,89,False,False
2021-10-12,Namibia,Senegal,Senegal,Famara Diédhiou,22,False,False
2021-10-12,Namibia,Senegal,Namibia,Peter Shalulile,27,False,False
2021-10-12,Namibia,Senegal,Senegal,Famara Diédhiou,51,False,False
2021-10-12,Namibia,Senegal,Senegal,Famara Diédhiou,84,False,False
2021-10-12,Niger,Algeria,Algeria,Riyad Mahrez,21,False,False
2021-10-12,Niger,Algeria,Algeria,Aïssa Mandi,33,False,False
2021-10-12,Niger,Algeria,Algeria,Ismaël Bennacer,48,False,False
2021-10-12,Niger,Algeria,Algeria,Baghdad Bounedjah,54,False,False
2021-10-12,Oman,Vietnam,Vietnam,Nguy?n Ti?n Linh,39,False,False
2021-10-12,Oman,Vietnam,Oman,Issam Al Sabhi,45,False,False
2021-10-12,Oman,Vietnam,Oman,Mohsin Al-Khaldi,49,False,False
2021-10-12,Oman,Vietnam,Oman,Salaah Al-Yahyaei,63,False,True
2021-10-12,Portugal,Luxembourg,Portugal,Cristiano Ronaldo,8,False,True
2021-10-12,Portugal,Luxembourg,Portugal,Cristiano Ronaldo,13,False,True
2021-10-12,Portugal,Luxembourg,Portugal,Bruno Fernandes,18,False,False
2021-10-12,Portugal,Luxembourg,Portugal,João Palhinha,69,False,False
2021-10-12,Portugal,Luxembourg,Portugal,Cristiano Ronaldo,87,False,False
2021-10-12,San Marino,Andorra,Andorra,Marc Pujol,10,False,False
2021-10-12,San Marino,Andorra,Andorra,Sergi Moreno,53,False,False
2021-10-12,San Marino,Andorra,Andorra,Ricard Fernández,89,False,False
2021-10-12,Saudi Arabia,China PR,Saudi Arabia,Sami Al-Najei,15,False,False
2021-10-12,Saudi Arabia,China PR,Saudi Arabia,Sami Al-Najei,38,False,False
2021-10-12,Saudi Arabia,China PR,China PR,Aloísio,46,False,False
2021-10-12,Saudi Arabia,China PR,Saudi Arabia,Firas Al-Buraikan,72,False,False
2021-10-12,Saudi Arabia,China PR,China PR,Wu Xi,87,False,False
2021-10-12,Serbia,Azerbaijan,Serbia,Duan Vlahovic,30,False,True
2021-10-12,Serbia,Azerbaijan,Azerbaijan,Emin Mahmudov,45,False,False
2021-10-12,Serbia,Azerbaijan,Serbia,Duan Vlahovic,53,False,False
2021-10-12,Serbia,Azerbaijan,Serbia,Duan Tadic,83,False,True
2021-10-12,South Africa,Ethiopia,South Africa,Getaneh Kebede,11,True,False
2021-10-12,Sweden,Greece,Sweden,Emil Forsberg,59,False,True
2021-10-12,Sweden,Greece,Sweden,Alexander Isak,69,False,False
2021-10-12,Syria,Lebanon,Syria,Omar Khribin,20,False,False
2021-10-12,Syria,Lebanon,Lebanon,Mohamad Kdouh,45,False,False
2021-10-12,Syria,Lebanon,Lebanon,Soony Saad,53,False,False
